PLAYER_NAME;TEAM_ABBREVIATION;AGE;GP;W;L;MIN;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;PF;PTS;PLUS_MINUS;DD2;TD3;OFF_RATING;DEF_RATING;NET_RATING;AST_PCT;AST_TO;AST_RATIO;OREB_PCT;DREB_PCT;REB_PCT;TM_TOV_PCT;EFG_PCT;TS_PCT;USG_PCT;PACE;PIE;POSS;FGM_PG;FGA_PG;CONFIRMED
Moses Wright;DAL;23.0;4;4;0;3.7;0.25;0.0;0.3;0.0;0.8;0.8;1.0;0.3;0.5;0.8;0.5;0.0;0.0;0.3;0.0;1.3;-1.8;0;0;100.0;121.9;-21.9;0.182;0.0;28.6;0.083;0.143;0.115;0.0;0.25;0.47;0.139;104.25;0.106;32;0.3;1.0;0.0
Mychal Mulder;MIA;28.0;17;3;14;14.1;0.312;1.0;3.2;0.315;0.2;0.2;1.0;0.1;1.3;1.4;0.3;0.5;0.2;0.1;0.8;4.1;-3.2;0;0;100.6;110.8;-10.3;0.031;0.63;5.4;0.007;0.089;0.045;8.7;0.422;0.438;0.153;101.29;0.03;504;1.4;4.5;0.0
Myles Powell;PHI;24.0;11;8;3;4.7;0.294;0.1;0.5;0.167;0.2;0.2;1.0;0.1;0.5;0.5;0.3;0.3;0.1;0.0;0.7;1.2;-1.6;0;0;106.3;121.4;-15.1;0.088;1.0;12.5;0.019;0.098;0.058;12.5;0.324;0.364;0.163;102.79;-0.003;111;0.5;1.5;0.0
Myles Turner;IND;26.0;42;15;27;29.4;0.509;1.5;4.4;0.333;1.9;2.5;0.752;1.5;5.5;7.1;1.0;1.3;0.7;2.8;2.8;12.9;-0.3;9;0;109.7;109.9;-0.3;0.053;0.81;8.2;0.052;0.188;0.12;10.1;0.587;0.615;0.173;97.75;0.111;2511;4.8;9.4;1.0
Naji Marshall;NOP;24.0;55;23;32;13.4;0.405;0.4;1.9;0.2;1.3;1.7;0.796;0.7;1.9;2.6;1.1;0.8;0.6;0.1;1.3;5.7;-0.9;1;0;105.7;108.0;-2.2;0.126;1.35;14.7;0.047;0.142;0.092;10.9;0.444;0.505;0.197;102.03;0.082;1557;2.0;4.9;1.0
Nassir Little;POR;22.0;42;19;23;25.9;0.46;1.2;3.7;0.331;1.6;2.2;0.734;1.4;4.2;5.6;1.3;1.0;0.6;0.9;2.0;9.8;-0.5;3;0;110.2;111.1;-0.9;0.074;1.35;12.0;0.052;0.158;0.105;8.9;0.541;0.575;0.155;98.46;0.091;2231;3.5;7.5;1.0
Nate Hinton;IND;23.0;2;0;2;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;2.0;0;0;133.3;57.1;76.2;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.25;128.57;-0.222;6;0.0;0.5;0.0
Nathan Knight;MIN;24.0;37;22;15;7.2;0.511;0.1;0.4;0.308;1.2;1.6;0.733;0.9;1.4;2.3;0.6;0.5;0.2;0.2;1.1;3.7;0.6;1;0;105.5;101.9;3.6;0.126;1.22;14.1;0.114;0.174;0.145;11.5;0.534;0.603;0.203;104.06;0.121;580;1.2;2.4;1.0
Naz Reid;MIN;22.0;77;42;35;15.8;0.489;0.7;2.2;0.343;1.5;1.9;0.765;1.3;2.6;3.9;0.9;1.1;0.5;0.9;2.2;8.3;-1.2;4;0;105.5;107.9;-2.4;0.091;0.87;10.3;0.074;0.161;0.115;11.8;0.549;0.588;0.209;103.86;0.103;2616;3.0;6.2;1.0
Neemias Queta;SAC;22.0;15;4;11;8.0;0.447;0.0;0.0;0.0;0.7;1.1;0.647;0.9;1.1;2.1;0.4;0.4;0.1;0.5;1.2;3.0;-0.5;0;0;104.3;108.4;-4.1;0.076;1.0;10.3;0.104;0.144;0.123;10.3;0.447;0.495;0.176;100.94;0.062;253;1.1;2.5;0.0
Nemanja Bjelica;GSW;34.0;71;48;23;16.1;0.468;0.8;2.1;0.362;0.8;1.1;0.728;0.9;3.3;4.1;2.2;1.2;0.6;0.4;1.8;6.1;1.8;3;0;109.2;104.0;5.2;0.204;1.83;25.4;0.055;0.187;0.124;13.9;0.547;0.573;0.175;99.35;0.11;2368;2.3;4.8;0.0
Nerlens Noel;NYK;28.0;25;10;15;22.5;0.533;0.0;0.1;0.0;0.8;1.2;0.7;1.9;3.7;5.6;0.9;0.8;1.2;1.2;2.7;3.4;-2.7;0;0;104.1;109.8;-5.7;0.06;1.15;19.8;0.084;0.161;0.123;17.2;0.533;0.581;0.072;98.91;0.069;1157;1.3;2.4;1.0
Nic Claxton;BKN;23.0;47;24;23;20.7;0.674;0.0;0.0;0.0;1.1;2.0;0.581;1.9;3.7;5.6;0.9;0.8;0.5;1.1;2.3;8.7;-0.6;4;0;109.4;109.8;-0.4;0.066;1.13;11.2;0.098;0.157;0.13;9.9;0.674;0.672;0.15;100.65;0.114;2033;3.8;5.6;1.0
Nick Richards;CHA;24.0;50;25;25;7.3;0.667;0.0;0.0;0.0;0.6;0.9;0.698;0.7;1.0;1.7;0.3;0.5;0.2;0.4;1.0;3.0;-2.2;0;0;102.4;115.4;-13.0;0.054;0.54;9.0;0.086;0.137;0.111;16.6;0.667;0.689;0.147;103.02;0.086;785;1.2;1.8;1.0
Nickeil Alexander-Walker;UTA;23.0;65;29;36;22.6;0.372;1.6;5.2;0.311;1.2;1.7;0.743;0.6;2.3;2.9;2.4;1.4;0.7;0.4;1.6;10.6;-1.7;2;0;107.6;110.7;-3.1;0.166;1.68;16.0;0.024;0.103;0.062;9.5;0.449;0.475;0.237;99.02;0.072;3015;3.9;10.5;1.0
Nicolas Batum;LAC;33.0;59;31;28;24.8;0.463;1.8;4.6;0.4;0.4;0.6;0.658;0.5;3.8;4.3;1.7;0.7;1.0;0.7;1.4;8.3;-2.2;0;0;105.4;109.8;-4.4;0.099;2.5;18.5;0.019;0.146;0.082;7.4;0.602;0.608;0.13;99.74;0.096;3041;3.0;6.6;1.0
Nik Stauskas;BOS;28.0;8;7;1;4.8;0.357;0.5;1.3;0.4;0.5;0.8;0.667;0.1;0.3;0.4;0.3;0.1;0.0;0.0;0.1;2.3;2.3;0;0;109.5;90.2;19.3;0.065;2.0;10.0;0.024;0.049;0.037;5.0;0.5;0.541;0.184;102.71;0.067;84;0.6;1.8;0.0
Nikola Jokic;DEN;27.0;74;46;28;33.5;0.583;1.3;3.9;0.337;5.1;6.3;0.81;2.8;11.0;13.8;7.9;3.8;1.5;0.9;2.6;27.1;6.0;66;19;117.3;108.9;8.4;0.388;2.08;24.8;0.09;0.313;0.209;11.9;0.62;0.661;0.309;99.46;0.23;5136;10.3;17.7;1.0
Nikola Vucevic;CHI;31.0;73;41;32;33.1;0.473;1.4;4.5;0.314;1.3;1.7;0.76;1.9;9.1;11.0;3.2;1.9;1.0;1.0;2.5;17.6;-0.7;44;0;111.3;112.8;-1.6;0.153;1.74;15.0;0.06;0.274;0.168;8.6;0.518;0.533;0.244;99.04;0.132;5000;7.5;15.8;1.0
Norman Powell;LAC;29.0;45;15;30;32.4;0.461;2.4;5.6;0.419;4.2;5.2;0.811;0.4;2.8;3.2;2.1;1.5;0.9;0.5;2.4;19.0;-4.9;0;0;110.6;118.7;-8.1;0.106;1.39;11.0;0.013;0.089;0.05;7.9;0.549;0.603;0.231;99.29;0.094;3027;6.2;13.4;1.0
Norvel Pelle;UTA;29.0;3;0;3;6.3;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.7;0.0;0.3;0.3;2.0;-6.3;0;0;53.7;107.9;-54.2;0.0;0.0;0.0;0.15;0.158;0.154;28.6;0.6;0.6;0.152;99.7;0.122;41;1.0;1.7;0.0
O.G. Anunoby;TOR;24.0;48;31;17;36.0;0.443;2.4;6.6;0.363;1.9;2.5;0.754;1.5;4.0;5.5;2.6;1.7;1.5;0.5;2.7;17.1;2.8;3;0;112.0;108.1;3.9;0.108;1.56;13.1;0.04;0.116;0.076;8.4;0.526;0.549;0.204;97.07;0.092;3494;6.4;14.5;1.0
Obi Toppin;NYK;24.0;72;32;40;17.1;0.531;0.7;2.3;0.308;1.3;1.7;0.758;1.0;2.8;3.7;1.1;0.8;0.3;0.5;1.4;9.0;2.3;3;0;110.9;104.0;6.9;0.105;1.38;11.6;0.056;0.155;0.107;8.5;0.586;0.614;0.205;97.48;0.129;2494;3.5;6.6;1.0
Olivier Sarr;OKC;23.0;22;6;16;19.1;0.574;0.6;1.3;0.448;1.1;1.3;0.828;1.5;2.7;4.2;0.9;1.0;0.3;0.7;2.4;7.0;-1.3;1;0;106.0;108.0;-2.0;0.066;0.86;12.3;0.078;0.133;0.106;14.3;0.639;0.672;0.136;100.59;0.079;877;2.6;4.6;0.0
Omer Yurtseven;MIA;24.0;56;39;17;12.6;0.526;0.0;0.2;0.091;0.7;1.1;0.623;1.5;3.7;5.3;0.9;0.7;0.3;0.4;1.5;5.3;1.1;8;0;113.3;108.0;5.3;0.105;1.2;13.5;0.12;0.293;0.207;11.3;0.528;0.546;0.19;98.22;0.127;1439;2.3;4.4;0.0
Onyeka Okongwu;ATL;21.0;48;26;22;20.7;0.69;0.0;0.0;0.0;1.7;2.3;0.727;2.4;3.5;5.9;1.1;0.9;0.6;1.3;3.1;8.2;2.3;1;0;114.6;109.1;5.5;0.078;1.2;14.4;0.117;0.163;0.141;11.9;0.69;0.714;0.137;98.92;0.109;2043;3.3;4.7;1.0
Oshae Brissett;IND;24.0;67;19;48;23.3;0.411;1.2;3.5;0.35;1.7;2.4;0.695;1.6;3.7;5.3;1.1;0.8;0.7;0.4;1.7;9.1;-3.3;5;0;110.8;116.8;-6.0;0.064;1.33;10.2;0.065;0.165;0.113;7.7;0.493;0.53;0.166;101.21;0.079;3288;3.1;7.6;1.0
Otto Porter Jr.;GSW;29.0;63;41;22;22.2;0.464;1.3;3.4;0.37;0.8;1.0;0.803;1.4;4.4;5.7;1.5;0.6;1.1;0.5;1.3;8.2;3.7;5;0;110.2;103.3;6.8;0.097;2.54;16.4;0.06;0.189;0.125;6.4;0.56;0.581;0.145;100.09;0.12;2925;3.1;6.6;1.0
P.J. Dozier;DEN;25.0;18;9;9;18.9;0.364;0.8;2.7;0.313;0.6;0.7;0.769;0.8;2.7;3.5;1.6;0.7;0.6;0.3;1.8;5.4;-5.0;0;0;96.6;109.5;-12.9;0.135;2.23;19.7;0.038;0.144;0.089;8.8;0.439;0.463;0.147;99.32;0.068;705;2.0;5.5;0.0
P.J. Tucker;MIA;37.0;71;45;26;27.9;0.484;1.1;2.7;0.415;0.6;0.9;0.738;1.4;4.0;5.5;2.1;0.9;0.8;0.2;2.3;7.6;3.2;5;0;113.2;107.1;6.2;0.107;2.26;22.2;0.052;0.146;0.099;9.8;0.577;0.593;0.116;96.38;0.083;3970;2.9;6.0;1.0
P.J. Washington;CHA;23.0;65;33;32;27.2;0.47;1.7;4.6;0.365;0.9;1.2;0.716;1.3;3.9;5.2;2.3;1.3;0.9;0.9;2.3;10.3;2.2;3;0;115.0;111.5;3.5;0.112;1.79;18.4;0.044;0.142;0.092;10.3;0.573;0.588;0.154;101.48;0.085;3742;3.8;8.2;1.0
Paris Bass;PHX;26.0;2;2;0;3.7;0.333;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;0.5;0.0;1.0;3.0;1.0;0;0;94.4;93.8;0.7;0.0;0.0;0.0;0.2;0.222;0.211;22.2;0.333;0.436;0.36;110.52;0.089;18;1.0;3.0;0.0
Pascal Siakam;TOR;28.0;68;40;28;37.9;0.494;1.1;3.2;0.344;4.2;5.6;0.749;1.9;6.6;8.5;5.3;2.7;1.3;0.6;3.3;22.8;3.8;30;2;114.3;109.6;4.8;0.224;1.99;18.8;0.046;0.182;0.111;9.5;0.525;0.565;0.257;96.31;0.139;5177;8.8;17.8;1.0
Pat Connaughton;MIL;29.0;65;41;24;26.0;0.458;2.2;5.7;0.395;0.7;0.8;0.833;0.7;3.5;4.2;1.3;0.5;0.9;0.2;1.3;9.9;-0.4;0;0;111.3;112.1;-0.7;0.067;2.34;12.9;0.025;0.13;0.077;5.5;0.605;0.62;0.137;101.72;0.089;3583;3.5;7.6;1.0
Patrick Beverley;MIN;33.0;58;33;25;25.4;0.406;1.4;4.2;0.343;1.7;2.3;0.722;1.1;3.1;4.1;4.6;1.3;1.2;0.9;3.0;9.2;1.9;2;0;113.6;109.8;3.7;0.249;3.67;32.1;0.038;0.119;0.077;8.7;0.501;0.539;0.158;101.06;0.094;3105;3.1;7.5;1.0
Patrick Williams;CHI;20.0;17;9;8;24.8;0.529;0.9;1.7;0.517;1.8;2.4;0.732;1.0;3.1;4.1;0.9;0.9;0.5;0.5;1.6;9.0;-3.3;1;0;107.8;113.3;-5.5;0.051;0.94;10.0;0.04;0.132;0.084;10.7;0.603;0.637;0.139;99.51;0.078;872;3.2;6.0;1.0
Patty Mills;BKN;33.0;81;44;37;29.0;0.408;2.8;7.0;0.4;0.6;0.7;0.814;0.2;1.7;1.9;2.3;0.9;0.6;0.2;1.4;11.4;1.4;0;0;112.3;110.7;1.5;0.106;2.51;17.1;0.008;0.055;0.032;6.8;0.551;0.563;0.16;100.56;0.066;4933;4.0;9.8;1.0
Paul George;LAC;32.0;31;18;13;34.8;0.421;2.9;8.3;0.354;4.1;4.8;0.858;0.4;6.5;6.9;5.7;4.1;2.2;0.4;2.4;24.3;3.0;7;0;108.2;103.9;4.2;0.286;1.4;17.6;0.011;0.171;0.094;12.6;0.493;0.538;0.329;99.95;0.148;2242;8.6;20.5;1.0
Paul Millsap;PHI;37.0;33;22;11;11.4;0.391;0.2;1.1;0.229;0.5;0.7;0.708;1.2;2.2;3.5;0.9;0.6;0.3;0.4;2.0;3.5;-0.7;0;0;106.9;110.4;-3.5;0.121;1.53;16.7;0.096;0.182;0.137;10.9;0.426;0.458;0.158;99.65;0.064;782;1.4;3.5;0.0
Paul Reed;PHI;23.0;38;21;17;8.0;0.563;0.1;0.2;0.25;0.2;0.4;0.429;1.2;1.3;2.4;0.4;0.3;0.9;0.4;1.5;3.1;-1.1;0;0;107.7;113.9;-6.2;0.081;1.6;12.5;0.137;0.164;0.15;7.8;0.573;0.568;0.151;99.08;0.105;624;1.4;2.5;1.0
Paul Watson;OKC;27.0;9;2;7;17.4;0.343;0.7;2.9;0.231;0.1;0.2;0.5;0.3;2.7;3.0;0.9;0.4;0.3;0.3;1.1;3.4;-6.2;0;0;99.7;117.6;-17.9;0.074;2.0;16.7;0.016;0.145;0.077;8.3;0.429;0.432;0.106;101.86;0.048;333;1.3;3.9;0.0
Payton Pritchard;BOS;24.0;71;46;25;14.1;0.429;1.4;3.5;0.412;0.3;0.3;1.0;0.5;1.4;1.9;2.0;0.6;0.4;0.1;0.9;6.2;0.9;0;0;109.4;107.2;2.2;0.222;3.39;24.7;0.031;0.093;0.063;7.3;0.564;0.578;0.18;98.23;0.107;2057;2.3;5.3;1.0
Petr Cornelie;DEN;26.0;13;3;10;2.9;0.333;0.1;0.6;0.125;0.2;0.3;0.75;0.5;0.5;1.1;0.2;0.3;0.1;0.1;0.5;1.1;0.6;0;0;102.3;96.5;5.8;0.115;0.75;12.5;0.159;0.219;0.184;16.7;0.367;0.418;0.208;109.36;0.046;88;0.4;1.2;0.0
Precious Achiuwa;TOR;22.0;73;46;27;23.6;0.439;0.8;2.1;0.359;1.1;1.8;0.595;2.0;4.5;6.5;1.1;1.2;0.5;0.6;2.1;9.1;1.0;6;0;108.7;106.7;1.9;0.072;0.98;9.9;0.075;0.188;0.128;10.2;0.486;0.503;0.18;96.88;0.089;3483;3.6;8.3;1.0
Quentin Grimes;NYK;22.0;46;21;25;17.1;0.404;1.6;4.1;0.381;0.3;0.4;0.684;0.5;1.5;2.0;1.0;0.6;0.7;0.2;1.6;6.0;-1.2;0;0;102.0;105.0;-3.0;0.095;1.57;14.0;0.028;0.085;0.056;8.9;0.557;0.565;0.149;96.7;0.07;1581;2.1;5.1;1.0
Quinndary Weatherspoon;GSW;25.0;11;8;3;6.7;0.571;0.1;0.5;0.2;0.5;0.5;1.0;0.2;1.1;1.3;0.5;0.3;0.1;0.1;1.4;2.7;-0.9;0;0;110.8;119.4;-8.6;0.102;1.67;16.7;0.029;0.182;0.104;10.0;0.595;0.647;0.15;102.33;0.065;158;1.1;1.9;0.0
R.J. Hampton;ORL;21.0;64;15;49;21.9;0.383;1.0;2.9;0.35;1.2;1.8;0.641;0.4;2.7;3.0;2.5;1.4;0.7;0.2;1.6;7.6;-6.5;0;0;99.1;113.5;-14.5;0.179;1.82;21.0;0.015;0.12;0.065;11.6;0.453;0.481;0.18;101.51;0.065;2972;2.7;7.1;1.0
RJ Barrett;NYK;22.0;70;33;37;34.5;0.408;2.0;5.8;0.342;4.1;5.8;0.714;0.9;4.9;5.8;3.0;2.2;0.6;0.2;2.0;20.0;-2.1;4;0;108.3;111.6;-3.3;0.146;1.38;12.0;0.025;0.136;0.079;8.7;0.466;0.511;0.268;97.79;0.099;4932;7.0;17.1;1.0
RJ Nembhard Jr.;CLE;23.0;14;6;8;4.5;0.333;0.0;0.1;0.0;0.2;0.3;0.75;0.2;0.3;0.5;0.9;0.2;0.1;0.0;0.1;1.1;-0.5;0;0;82.7;91.1;-8.4;0.343;4.0;34.3;0.042;0.056;0.049;8.6;0.333;0.38;0.16;95.64;0.097;127;0.4;1.3;0.0
Rajon Rondo;CLE;36.0;39;16;23;17.9;0.386;0.8;2.3;0.352;0.5;0.7;0.731;0.4;2.4;2.8;4.4;1.7;0.8;0.2;1.4;4.8;-2.8;1;0;98.9;106.8;-7.8;0.366;2.5;40.2;0.02;0.118;0.07;16.1;0.474;0.496;0.152;101.99;0.096;1486;1.7;4.5;0.0
Raul Neto;WAS;30.0;70;29;41;19.6;0.463;0.5;1.7;0.292;1.2;1.5;0.769;0.2;1.7;1.9;3.1;1.1;0.8;0.0;1.5;7.5;-1.2;0;0;109.6;112.9;-3.3;0.228;2.75;27.7;0.01;0.089;0.05;10.1;0.502;0.538;0.18;99.32;0.085;2842;2.9;6.3;1.0
Rayjon Tucker;MIL;24.0;5;2;3;14.2;0.667;0.8;1.0;0.8;1.0;1.4;0.714;0.6;1.0;1.6;2.0;0.2;0.8;0.0;1.0;4.2;-0.4;0;0;114.8;117.5;-2.7;0.172;10.0;43.5;0.051;0.076;0.064;4.3;0.889;0.869;0.075;109.12;0.085;162;1.2;1.8;0.0
Reggie Bullock;DAL;31.0;68;44;24;28.0;0.401;2.1;5.8;0.36;0.6;0.7;0.833;0.5;3.1;3.5;1.2;0.6;0.6;0.2;1.6;8.6;4.0;0;0;113.3;106.7;6.6;0.06;2.08;13.1;0.017;0.106;0.063;6.3;0.542;0.558;0.128;96.22;0.065;3821;3.0;7.4;1.0
Reggie Jackson;LAC;32.0;75;38;37;31.2;0.392;2.2;6.8;0.326;1.8;2.2;0.847;0.5;3.1;3.6;4.8;2.3;0.7;0.2;2.1;16.8;-0.9;5;0;108.2;109.4;-1.3;0.245;2.08;19.7;0.016;0.092;0.055;9.5;0.46;0.488;0.273;98.77;0.088;4804;6.4;16.3;1.0
Reggie Perry;POR;22.0;10;0;10;18.7;0.506;0.3;1.6;0.188;0.9;1.5;0.6;1.5;3.2;4.7;1.2;1.1;0.9;0.6;3.3;9.2;-7.8;1;0;100.5;117.1;-16.6;0.118;1.09;11.1;0.074;0.165;0.118;10.2;0.525;0.537;0.222;100.22;0.091;385;4.0;7.9;0.0
Richaun Holmes;SAC;28.0;45;16;29;23.9;0.66;0.0;0.1;0.4;1.6;2.0;0.778;2.1;5.0;7.0;1.1;1.2;0.4;0.9;2.8;10.4;-3.0;8;0;107.2;113.0;-5.8;0.068;0.86;10.9;0.082;0.198;0.14;12.8;0.663;0.689;0.153;101.69;0.116;2274;4.4;6.7;1.0
Ricky Rubio;IND;31.0;34;20;14;28.5;0.363;1.7;5.1;0.339;2.6;3.0;0.854;0.4;3.7;4.1;6.6;2.6;1.4;0.2;2.2;13.1;5.4;5;0;108.6;99.5;9.1;0.348;2.5;29.3;0.015;0.122;0.069;11.7;0.434;0.488;0.234;100.86;0.111;2038;4.4;12.1;0.0
Rob Edwards;OKC;25.0;2;0;2;5.4;0.25;0.5;2.0;0.25;0.0;0.0;0.0;0.0;1.5;1.5;0.0;0.5;0.0;0.0;0.0;1.5;-7.0;0;0;50.0;109.1;-59.1;0.0;0.0;0.0;0.0;0.214;0.103;20.0;0.375;0.375;0.227;92.9;0.08;20;0.5;2.0;0.0
Robert Covington;LAC;31.0;71;34;37;27.3;0.42;1.8;4.8;0.378;0.8;1.0;0.841;0.8;4.7;5.5;1.3;1.1;1.5;1.3;2.7;8.5;0.5;1;0;110.9;110.2;0.6;0.066;1.23;13.2;0.03;0.167;0.098;10.8;0.548;0.572;0.134;99.73;0.08;4035;2.9;7.0;1.0
Robert Williams III;BOS;24.0;61;40;21;29.6;0.736;0.0;0.0;0.0;1.1;1.5;0.722;3.9;5.7;9.6;2.0;1.0;0.9;2.2;2.2;10.0;6.1;25;1;113.4;103.4;10.0;0.095;1.92;20.5;0.131;0.178;0.155;10.7;0.736;0.745;0.112;97.5;0.14;3666;4.4;6.0;0.0
Robert Woodard II;SAS;22.0;12;0;12;3.5;0.125;0.1;0.3;0.25;0.2;0.2;1.0;0.4;0.5;0.9;0.3;0.1;0.1;0.1;0.3;0.6;1.3;0;0;111.1;94.4;16.7;0.086;3.0;14.3;0.086;0.146;0.111;4.8;0.156;0.207;0.158;102.39;0.014;90;0.2;1.3;0.0
Robin Lopez;ORL;34.0;36;9;27;17.0;0.553;0.1;0.2;0.333;0.9;1.5;0.593;1.9;1.6;3.5;1.5;1.2;0.1;0.5;1.9;7.1;-1.8;3;0;103.3;109.7;-6.4;0.142;1.23;16.8;0.098;0.089;0.094;13.7;0.558;0.57;0.182;99.78;0.076;1280;3.1;5.5;1.0
Rodney Hood;LAC;29.0;52;30;22;13.6;0.369;0.6;1.8;0.33;0.3;0.4;0.895;0.3;1.2;1.5;0.7;0.2;0.3;0.1;0.6;3.1;0.2;0;0;108.8;107.9;0.8;0.074;3.45;17.8;0.021;0.081;0.052;5.1;0.465;0.493;0.106;100.37;0.051;1482;1.1;3.0;0.0
Rodney McGruder;DET;30.0;51;13;38;14.8;0.436;1.1;2.9;0.397;0.4;0.5;0.731;0.6;1.6;2.2;0.9;0.5;0.4;0.1;1.1;5.4;-1.1;0;0;105.0;108.7;-3.7;0.094;2.0;15.5;0.037;0.104;0.069;7.8;0.564;0.577;0.142;101.56;0.077;1597;1.9;4.4;1.0
Romeo Langford;SAS;22.0;48;24;24;16.1;0.435;0.6;1.8;0.341;0.5;0.9;0.548;0.6;1.6;2.3;0.4;0.3;0.5;0.3;1.0;4.5;0.1;0;0;104.0;103.1;1.0;0.04;1.31;8.5;0.035;0.092;0.063;6.5;0.51;0.52;0.123;99.06;0.061;1586;1.7;4.0;1.0
Royce O'Neale;UTA;29.0;77;46;31;31.2;0.457;1.5;4.0;0.389;0.6;0.7;0.804;0.8;3.9;4.8;2.5;1.0;1.1;0.4;2.4;7.4;3.0;3;0;115.8;110.5;5.3;0.104;2.42;25.9;0.027;0.12;0.075;10.7;0.591;0.608;0.098;98.5;0.069;4924;2.6;5.8;1.0
Rudy Gay;UTA;35.0;55;34;21;18.9;0.414;1.3;3.7;0.345;1.1;1.4;0.785;1.0;3.4;4.4;1.0;0.9;0.5;0.3;1.7;8.1;3.3;0;0;113.6;104.9;8.7;0.078;1.19;10.9;0.05;0.166;0.109;9.1;0.507;0.539;0.185;100.0;0.09;2161;2.9;6.9;1.0
Rudy Gobert;UTA;30.0;66;42;24;32.1;0.713;0.0;0.1;0.0;4.6;6.7;0.69;3.7;11.0;14.7;1.1;1.8;0.7;2.1;2.7;15.6;6.3;53;0;114.1;104.5;9.6;0.052;0.61;8.0;0.114;0.312;0.217;13.2;0.713;0.732;0.166;99.23;0.177;4381;5.5;7.7;1.0
Rui Hachimura;WAS;24.0;42;16;26;22.5;0.491;1.3;2.9;0.447;1.1;1.6;0.697;0.6;3.2;3.8;1.1;0.8;0.5;0.2;1.3;11.3;-3.0;0;0;108.7;115.8;-7.1;0.08;1.45;9.8;0.027;0.143;0.086;6.7;0.563;0.579;0.205;98.62;0.099;1943;4.5;9.1;1.0
Russell Westbrook;LAL;33.0;78;31;47;34.3;0.444;1.0;3.4;0.298;3.4;5.1;0.667;1.4;6.0;7.4;7.1;3.8;1.0;0.3;3.0;18.5;-2.7;28;10;107.5;111.5;-4.0;0.311;1.86;24.4;0.039;0.165;0.103;13.1;0.476;0.512;0.264;102.57;0.113;5730;7.0;15.8;1.0
Ryan Arcidiacono;NYK;28.0;10;8;2;7.6;0.5;0.4;0.9;0.444;0.0;0.0;0.0;0.0;0.8;0.8;0.4;0.3;0.1;0.0;0.5;1.6;-1.2;0;0;91.1;99.4;-8.2;0.091;1.33;21.1;0.0;0.105;0.052;15.8;0.667;0.667;0.085;99.14;0.063;158;0.6;1.2;1.0
Saben Lee;DET;23.0;37;8;29;16.3;0.39;0.4;1.6;0.233;1.5;1.9;0.789;0.5;1.9;2.4;2.9;1.0;1.0;0.3;1.2;5.6;-2.2;1;0;105.1;110.8;-5.7;0.274;2.97;30.3;0.026;0.113;0.067;10.2;0.429;0.499;0.169;100.22;0.1;1257;1.9;4.8;1.0
Saddiq Bey;DET;23.0;82;23;59;33.0;0.396;2.6;7.4;0.346;2.6;3.1;0.827;1.3;4.1;5.4;2.8;1.2;0.9;0.2;1.6;16.1;-6.1;6;0;104.7;114.0;-9.3;0.138;2.43;14.8;0.035;0.125;0.078;6.1;0.489;0.529;0.209;99.32;0.1;5605;5.5;13.9;1.0
Sam Dekker;TOR;28.0;1;1;0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;0;0;0.0;250.0;-250.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.88;0.0;2;0.0;0.0;0.0
Sam Hauser;BOS;24.0;26;20;6;6.1;0.46;0.7;1.7;0.432;0.0;0.0;0.0;0.2;0.9;1.1;0.4;0.1;0.0;0.1;0.3;2.5;0.0;0;0;105.7;106.0;-0.3;0.095;5.0;16.1;0.03;0.133;0.084;3.2;0.65;0.65;0.136;101.42;0.104;334;0.9;1.9;1.0
Sam Merrill;MEM;26.0;6;2;4;9.6;0.333;1.2;3.8;0.304;0.3;0.7;0.5;0.2;1.0;1.2;0.7;0.3;0.0;0.0;0.5;4.2;-1.5;0;0;101.6;112.7;-11.1;0.108;2.0;12.9;0.012;0.107;0.05;6.5;0.479;0.485;0.178;99.6;0.054;122;1.3;4.0;0.0
Sandro Mamukelashvili;MIL;23.0;41;22;19;9.9;0.496;0.5;1.3;0.423;0.4;0.5;0.818;0.9;1.1;2.0;0.5;0.4;0.2;0.2;0.7;3.8;-3.5;1;0;99.6;117.3;-17.6;0.084;1.47;13.7;0.079;0.116;0.097;9.3;0.591;0.618;0.142;100.54;0.09;855;1.4;2.8;1.0
Santi Aldama;MEM;21.0;32;20;12;11.2;0.402;0.2;1.5;0.125;0.6;1.0;0.625;1.0;1.7;2.7;0.7;0.5;0.2;0.3;1.1;4.1;0.5;2;0;105.9;104.6;1.3;0.08;1.31;11.6;0.077;0.15;0.11;8.8;0.424;0.452;0.174;101.67;0.066;765;1.7;4.1;1.0
