PLAYER_NAME;TEAM_ABBREVIATION;AGE;GP;W;L;MIN;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;PF;PTS;PLUS_MINUS;DD2;TD3;OFF_RATING;DEF_RATING;NET_RATING;AST_PCT;AST_TO;AST_RATIO;OREB_PCT;DREB_PCT;REB_PCT;TM_TOV_PCT;EFG_PCT;TS_PCT;USG_PCT;PACE;PIE;POSS;FGM_PG;FGA_PG;CONFIRMED
Khris Middleton;MIL;30.0;66;44;22;32.4;0.443;2.5;6.6;0.373;3.9;4.4;0.89;0.6;4.8;5.4;5.4;2.9;1.2;0.3;2.4;20.1;4.6;4;0;115.0;109.6;5.4;0.246;1.88;21.3;0.019;0.136;0.079;11.3;0.522;0.577;0.255;102.88;0.122;4613;6.8;15.5;1.0
Killian Hayes;DET;20.0;66;21;45;25.0;0.383;0.7;2.5;0.263;0.9;1.1;0.77;0.5;2.6;3.2;4.2;1.7;1.2;0.5;2.8;6.9;-5.6;2;0;102.6;112.9;-10.3;0.243;2.5;31.5;0.02;0.108;0.061;12.6;0.431;0.461;0.154;100.32;0.066;3437;2.7;7.0;1.0
Killian Tillie;MEM;24.0;36;27;9;12.8;0.339;0.8;2.4;0.314;0.1;0.2;0.625;0.6;1.1;1.7;0.6;0.4;0.6;0.4;1.6;3.3;0.8;0;0;109.2;105.8;3.4;0.061;1.69;13.3;0.04;0.085;0.061;7.8;0.445;0.452;0.128;99.68;0.034;955;1.2;3.5;0.0
Kira Lewis Jr.;NOP;21.0;24;6;18;14.2;0.404;0.5;2.4;0.224;0.4;0.5;0.833;0.4;1.3;1.6;2.0;1.1;0.5;0.0;0.7;5.9;-4.5;0;0;94.9;109.0;-14.1;0.239;1.88;21.7;0.023;0.083;0.052;11.5;0.449;0.466;0.209;102.71;0.079;728;2.5;6.1;0.0
Klay Thompson;GSW;32.0;32;17;15;29.4;0.429;3.6;9.3;0.385;1.4;1.6;0.902;0.5;3.4;3.9;2.8;1.3;0.5;0.5;1.7;20.4;2.1;0;0;111.4;108.0;3.3;0.153;2.05;12.1;0.015;0.106;0.062;5.9;0.529;0.547;0.284;101.53;0.114;1990;7.7;17.9;1.0
Kris Dunn;POR;28.0;14;1;13;24.0;0.431;0.1;0.8;0.091;1.2;1.3;0.944;0.6;2.9;3.5;5.6;2.3;1.6;0.2;2.7;7.6;-6.6;0;0;105.8;117.8;-12.0;0.339;2.47;35.9;0.027;0.12;0.073;14.5;0.436;0.482;0.176;101.32;0.088;707;3.1;7.3;0.0
Kristaps Porzingis;WAS;26.0;51;26;25;29.0;0.459;1.5;4.9;0.31;4.9;5.6;0.867;2.0;6.1;8.1;2.3;1.6;0.7;1.6;2.7;20.2;0.6;15;0;109.9;109.5;0.4;0.133;1.47;10.9;0.068;0.204;0.137;7.4;0.51;0.577;0.286;97.92;0.15;3030;6.9;15.0;1.0
Kyle Anderson;MEM;28.0;69;46;23;21.5;0.446;0.5;1.6;0.33;1.0;1.5;0.638;1.0;4.3;5.3;2.7;1.0;1.1;0.7;1.6;7.6;0.9;2;0;110.3;108.3;2.0;0.162;2.58;23.9;0.041;0.196;0.115;9.3;0.484;0.506;0.156;103.71;0.105;3203;3.0;6.8;1.0
Kyle Guy;MIA;24.0;19;15;4;9.8;0.4;0.7;2.1;0.35;0.4;0.6;0.667;0.2;0.7;0.9;0.9;0.7;0.4;0.1;0.6;3.9;-2.5;0;0;96.5;110.1;-13.6;0.149;1.31;17.0;0.02;0.069;0.044;13.0;0.508;0.526;0.182;103.12;0.064;402;1.4;3.4;0.0
Kyle Kuzma;WAS;26.0;66;29;37;33.4;0.452;1.9;5.7;0.341;2.4;3.3;0.712;1.1;7.4;8.5;3.5;2.6;0.6;0.9;1.9;17.1;-4.3;24;1;108.2;114.3;-6.1;0.164;1.38;16.2;0.032;0.213;0.126;11.8;0.52;0.547;0.238;98.94;0.118;4541;6.4;14.2;1.0
Kyle Lowry;MIA;36.0;63;41;22;33.9;0.44;2.3;6.1;0.377;2.3;2.8;0.851;0.5;4.0;4.5;7.5;2.7;1.1;0.3;2.8;13.4;4.0;16;2;112.5;106.6;5.9;0.321;2.82;35.2;0.016;0.116;0.067;12.5;0.555;0.6;0.178;98.25;0.112;4364;4.4;10.0;1.0
Kyrie Irving;BKN;30.0;29;14;15;37.6;0.469;3.4;8.2;0.418;4.1;4.4;0.915;0.6;3.8;4.4;5.8;2.5;1.4;0.6;2.8;27.4;4.2;2;0;118.9;113.8;5.2;0.235;2.29;18.5;0.015;0.096;0.057;8.1;0.55;0.592;0.283;100.75;0.135;2292;10.0;21.2;1.0
LaMarcus Aldridge;BKN;36.0;47;26;21;22.3;0.55;0.3;1.0;0.304;1.9;2.2;0.873;1.6;3.9;5.5;0.9;0.9;0.3;1.0;1.7;12.9;0.4;2;0;111.3;111.1;0.1;0.062;0.95;7.2;0.071;0.16;0.118;7.5;0.566;0.604;0.219;100.81;0.128;2213;5.4;9.7;0.0
LaMelo Ball;CHA;20.0;75;39;36;32.3;0.429;2.9;7.5;0.389;2.8;3.2;0.872;1.4;5.2;6.7;7.6;3.3;1.6;0.4;3.2;20.1;1.3;23;5;114.0;112.5;1.5;0.341;2.33;26.4;0.042;0.157;0.098;11.3;0.517;0.554;0.271;102.88;0.132;5200;7.2;16.7;1.0
Lamar Stevens;CLE;24.0;63;35;28;16.1;0.489;0.3;1.0;0.277;0.8;1.2;0.707;0.7;1.9;2.6;0.7;0.7;0.5;0.3;1.7;6.1;-0.6;0;0;108.4;109.7;-1.3;0.066;1.07;10.1;0.048;0.112;0.081;9.4;0.517;0.544;0.169;98.0;0.068;2066;2.5;5.1;1.0
Lance Stephenson;IND;31.0;46;11;35;17.7;0.455;0.6;2.0;0.3;1.4;1.7;0.788;0.3;2.5;2.8;3.6;1.6;0.5;0.1;2.1;8.3;-2.5;3;0;110.4;117.4;-7.0;0.298;2.29;27.7;0.014;0.149;0.079;12.1;0.497;0.536;0.219;101.25;0.096;1720;3.2;7.0;0.0
Landry Shamet;PHX;25.0;69;53;16;20.8;0.394;1.8;4.8;0.368;1.0;1.2;0.84;0.2;1.6;1.8;1.6;0.6;0.4;0.1;1.3;8.3;2.0;0;0;107.8;102.9;4.9;0.104;2.63;16.3;0.01;0.072;0.041;6.2;0.521;0.55;0.16;101.89;0.069;3045;2.8;7.0;1.0
Langston Galloway;MIL;30.0;7;4;3;15.2;0.231;0.3;2.3;0.125;0.0;0.0;0.0;0.4;2.1;2.6;1.7;0.9;0.1;0.0;1.0;2.0;-1.7;0;0;93.4;100.0;-6.6;0.156;2.0;27.3;0.023;0.106;0.067;13.6;0.269;0.269;0.118;102.34;0.029;229;0.9;3.7;0.0
Larry Nance Jr.;NOP;29.0;46;19;27;22.6;0.522;0.5;1.5;0.329;0.9;1.2;0.702;1.6;3.8;5.4;1.8;0.8;0.9;0.4;1.8;7.0;-1.3;0;0;110.7;112.6;-1.9;0.115;2.19;20.7;0.069;0.173;0.12;9.5;0.569;0.59;0.128;98.16;0.098;2118;2.8;5.4;1.0
Lauri Markkanen;CLE;25.0;61;32;29;30.8;0.445;2.2;6.2;0.358;2.3;2.6;0.868;1.0;4.7;5.7;1.3;0.9;0.7;0.5;2.1;14.8;2.8;3;0;113.9;109.9;3.9;0.062;1.5;8.9;0.033;0.147;0.092;5.9;0.542;0.582;0.192;97.7;0.097;3831;5.1;11.5;1.0
LeBron James;LAL;37.0;56;25;31;37.2;0.524;2.9;8.0;0.359;4.5;6.0;0.756;1.1;7.1;8.2;6.2;3.5;1.3;1.1;2.2;30.3;-2.1;21;6;110.9;113.5;-2.5;0.297;1.78;18.4;0.031;0.185;0.109;10.4;0.59;0.619;0.317;100.92;0.18;4380;11.4;21.8;1.0
Leandro Bolmaro;MIN;21.0;35;19;16;6.9;0.315;0.1;0.5;0.278;0.3;0.4;0.846;0.5;0.8;1.2;0.6;0.4;0.2;0.0;0.7;1.4;0.1;0;0;102.6;102.5;0.2;0.118;1.62;22.3;0.062;0.107;0.084;13.8;0.361;0.419;0.122;105.58;0.038;531;0.5;1.5;1.0
Lindell Wigginton;MIL;24.0;19;11;8;10.5;0.426;0.5;1.4;0.346;1.0;1.8;0.543;0.2;1.2;1.3;1.2;0.6;0.3;0.1;0.9;4.2;-2.5;0;0;107.3;119.2;-11.8;0.167;1.92;20.7;0.015;0.106;0.062;10.8;0.5;0.524;0.183;104.86;0.06;437;1.4;3.2;0.0
Lindy Waters III;OKC;24.0;25;6;19;18.6;0.406;2.1;5.8;0.363;0.2;0.2;0.8;0.2;2.7;2.9;1.0;0.4;0.8;0.3;1.2;8.0;-1.6;0;0;108.5;113.2;-4.7;0.078;2.18;11.3;0.012;0.14;0.075;5.2;0.557;0.562;0.166;102.81;0.082;1000;2.8;7.0;1.0
Lonnie Walker IV;SAS;23.0;70;27;43;23.0;0.407;1.6;5.0;0.314;1.7;2.1;0.784;0.3;2.3;2.6;2.2;1.0;0.6;0.3;1.4;12.1;-1.1;0;0;108.5;111.5;-3.0;0.137;2.14;14.4;0.01;0.095;0.053;6.7;0.48;0.512;0.232;102.29;0.083;3447;4.4;10.9;1.0
Lonzo Ball;CHI;24.0;35;22;13;34.6;0.423;3.1;7.4;0.423;0.6;0.8;0.75;1.0;4.4;5.4;5.1;2.3;1.8;0.9;2.4;13.0;2.3;3;1;110.1;107.0;3.1;0.203;2.17;27.2;0.029;0.125;0.077;12.5;0.567;0.575;0.17;100.11;0.097;2530;4.6;10.9;0.0
Lou Williams;ATL;35.0;56;33;23;14.3;0.391;0.7;1.8;0.363;1.2;1.4;0.859;0.3;1.3;1.6;1.9;0.8;0.5;0.1;0.9;6.3;0.3;0;0;110.4;109.5;0.8;0.196;2.44;20.9;0.02;0.084;0.052;8.5;0.448;0.5;0.215;99.65;0.083;1659;2.2;5.7;0.0
Louis King;SAC;23.0;10;2;8;10.4;0.319;0.8;2.7;0.296;0.7;1.0;0.7;0.0;1.2;1.2;0.9;0.0;0.2;0.1;1.4;4.5;-2.9;0;0;103.1;115.0;-11.9;0.125;0.0;15.0;0.0;0.115;0.051;0.0;0.404;0.438;0.195;104.7;0.047;225;1.5;4.7;0.0
Luguentz Dort;OKC;23.0;51;17;34;32.7;0.404;2.5;7.7;0.332;3.2;3.7;0.843;0.7;3.4;4.2;1.7;1.7;0.9;0.4;2.9;17.2;-5.8;0;0;101.9;110.1;-8.1;0.087;1.0;8.9;0.02;0.097;0.058;8.9;0.493;0.541;0.228;100.75;0.077;3490;5.7;14.2;1.0
Luka Doncic;DAL;23.0;65;44;21;35.4;0.457;3.1;8.8;0.353;5.6;7.5;0.744;0.9;8.3;9.1;8.7;4.5;1.2;0.6;2.2;28.4;2.2;44;10;113.8;110.3;3.5;0.458;1.95;22.9;0.025;0.23;0.129;11.8;0.529;0.571;0.368;96.18;0.191;4604;9.9;21.6;1.0
Luka Garza;DET;23.0;32;3;29;12.2;0.449;0.5;1.5;0.327;1.2;1.9;0.623;1.8;1.3;3.1;0.6;0.6;0.3;0.2;1.7;5.8;-2.0;2;0;104.6;110.9;-6.3;0.086;1.11;9.6;0.13;0.116;0.124;8.6;0.503;0.535;0.195;102.18;0.075;823;2.1;4.6;1.0
Luke Kennard;LAC;26.0;70;35;35;27.4;0.449;2.7;6.0;0.449;1.0;1.1;0.896;0.3;3.0;3.3;2.1;0.9;0.6;0.1;1.4;11.9;2.6;1;0;110.0;106.6;3.4;0.111;2.43;16.9;0.01;0.1;0.057;6.9;0.598;0.619;0.16;98.54;0.095;3963;4.1;9.1;1.0
Luke Kornet;BOS;26.0;15;11;4;6.9;0.481;0.0;0.3;0.0;0.3;0.4;0.667;0.9;1.1;1.9;0.6;0.0;0.2;0.2;0.6;2.0;1.5;0;0;117.2;106.8;10.4;0.108;0.0;23.7;0.118;0.142;0.13;0.0;0.481;0.506;0.112;102.89;0.084;221;0.9;1.8;1.0
MJ Walker;PHX;24.0;2;1;1;4.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.5;0.0;1.0;0.0;0.5;0.0;-1.5;0;0;70.0;89.5;-19.5;0.167;0.0;20.0;0.0;0.143;0.048;0.0;0.0;0.0;0.138;111.52;-0.05;20;0.0;2.0;0.0
Mac McClung;LAL;23.0;2;2;0;12.2;0.5;0.5;1.5;0.333;0.5;0.5;1.0;0.0;1.5;1.5;0.5;1.5;0.5;0.5;2.5;4.0;3.5;0;0;124.5;105.4;19.2;0.059;0.33;10.0;0.0;0.107;0.067;30.0;0.583;0.621;0.164;107.29;0.024;53;1.5;3.0;0.0
Malachi Flynn;TOR;24.0;44;25;19;12.2;0.393;0.7;2.0;0.333;0.3;0.5;0.625;0.2;1.2;1.4;1.6;0.3;0.5;0.1;1.0;4.3;-0.6;0;0;109.2;111.8;-2.6;0.185;5.38;25.4;0.016;0.097;0.053;4.7;0.475;0.488;0.157;99.97;0.074;1120;1.6;4.2;1.0
Malcolm Brogdon;IND;29.0;36;14;22;33.5;0.448;1.6;5.2;0.312;4.0;4.6;0.856;0.9;4.2;5.1;5.9;2.1;0.8;0.4;2.0;19.1;0.0;6;1;110.8;111.1;-0.4;0.271;2.75;23.6;0.026;0.121;0.074;8.6;0.501;0.557;0.241;98.49;0.129;2479;6.8;15.1;1.0
Malcolm Hill;CHI;26.0;19;8;11;11.2;0.462;0.7;1.9;0.361;0.6;0.7;0.786;0.6;1.3;1.8;0.4;0.2;0.4;0.2;1.3;3.8;-1.6;0;0;107.4;114.7;-7.3;0.05;2.67;11.8;0.051;0.118;0.084;4.4;0.587;0.619;0.118;103.2;0.063;457;1.3;2.7;1.0
Malik Beasley;MIN;25.0;79;46;33;25.0;0.391;3.0;8.1;0.377;0.6;0.8;0.817;0.3;2.5;2.9;1.5;0.5;0.5;0.2;1.1;12.1;1.0;0;0;112.1;110.1;2.0;0.085;2.7;11.3;0.012;0.1;0.054;4.2;0.532;0.544;0.189;103.24;0.081;4250;4.2;10.8;1.0
Malik Fitts;BOS;24.0;15;13;2;4.2;0.421;0.3;0.7;0.5;0.0;0.0;0.0;0.1;1.0;1.1;0.3;0.1;0.0;0.0;0.3;1.4;-1.3;0;0;93.4;109.7;-16.3;0.125;2.5;19.2;0.033;0.185;0.12;7.7;0.553;0.553;0.139;103.64;0.103;137;0.5;1.3;0.0
Malik Monk;LAL;24.0;76;32;44;28.1;0.473;2.3;5.8;0.391;1.2;1.5;0.795;0.5;2.9;3.4;2.9;1.6;0.8;0.4;1.8;13.8;0.7;1;0;113.2;112.9;0.3;0.144;1.79;17.9;0.017;0.099;0.058;10.0;0.578;0.597;0.195;101.65;0.093;4546;5.1;10.9;1.0
Malik Newman;CLE;25.0;1;0;1;7.7;0.6;0.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;1.0;0;0;91.7;83.3;8.3;1.0;1.0;12.5;0.0;0.1;0.053;12.5;0.6;0.68;0.438;74.97;0.519;12;3.0;5.0;0.0
Mamadi Diakite;OKC;25.0;13;4;9;14.4;0.532;0.0;0.4;0.0;0.5;0.8;0.545;1.3;3.2;4.5;0.2;0.5;0.4;0.7;2.5;4.3;-1.1;0;0;95.8;98.9;-3.2;0.018;0.29;3.3;0.084;0.216;0.149;11.5;0.532;0.54;0.136;96.93;0.08;378;1.9;3.6;1.0
Marcus Garrett;MIA;23.0;12;11;1;10.7;0.238;0.1;0.3;0.25;0.2;0.4;0.4;0.8;1.2;1.9;0.6;0.2;0.4;0.3;1.3;1.1;1.4;0;0;114.1;108.3;5.8;0.069;3.5;21.9;0.072;0.108;0.09;6.3;0.262;0.28;0.086;95.45;0.016;256;0.4;1.8;0.0
Marcus Morris Sr.;LAC;32.0;54;26;28;29.0;0.434;1.9;5.1;0.367;2.4;2.7;0.872;0.5;3.9;4.4;2.1;1.3;0.5;0.3;2.1;15.4;-2.6;2;0;109.2;114.0;-4.8;0.114;1.64;12.1;0.016;0.129;0.074;7.4;0.507;0.549;0.228;97.78;0.095;3191;5.6;12.8;1.0
Marcus Smart;BOS;28.0;71;47;24;32.3;0.418;1.7;5.1;0.331;2.0;2.5;0.793;0.6;3.2;3.8;5.9;2.2;1.7;0.3;2.3;12.1;6.2;2;0;114.5;105.2;9.3;0.245;2.62;30.4;0.018;0.093;0.057;11.6;0.501;0.54;0.179;99.02;0.095;4737;4.2;10.1;1.0
Markelle Fultz;ORL;24.0;18;6;12;20.0;0.474;0.2;0.9;0.235;1.4;1.7;0.806;0.2;2.5;2.7;5.5;2.2;1.1;0.3;1.2;10.8;-2.1;1;0;103.7;109.1;-5.3;0.448;2.48;30.5;0.01;0.116;0.063;12.3;0.486;0.517;0.265;103.01;0.134;774;4.6;9.7;1.0
Markieff Morris;MIA;32.0;17;10;7;17.5;0.474;0.8;2.3;0.333;0.5;0.5;0.889;1.0;1.6;2.6;1.4;1.2;0.4;0.1;1.9;7.6;1.1;0;0;112.4;107.9;4.5;0.116;1.15;14.3;0.059;0.089;0.075;12.4;0.531;0.547;0.197;99.27;0.066;613;3.2;6.7;1.0
Marko Simonovic;CHI;22.0;9;4;5;3.9;0.267;0.1;0.6;0.2;0.9;1.2;0.727;0.6;0.6;1.1;0.0;0.2;0.1;0.1;0.7;1.9;0.3;0;0;105.4;104.2;1.2;0.0;0.0;0.0;0.122;0.119;0.12;9.1;0.3;0.428;0.247;99.59;0.033;74;0.4;1.7;1.0
Markus Howard;DEN;23.0;31;17;14;5.7;0.386;0.9;2.3;0.4;0.6;0.7;0.87;0.1;0.3;0.4;0.2;0.2;0.3;0.0;0.5;4.1;-0.4;0;0;107.9;112.8;-4.9;0.068;1.0;5.7;0.01;0.064;0.033;5.7;0.525;0.567;0.264;102.53;0.087;380;1.3;3.3;0.0
Marquese Chriss;DAL;24.0;34;24;10;10.2;0.463;0.2;0.7;0.32;0.6;1.0;0.667;1.0;2.1;3.0;0.5;0.5;0.4;0.4;1.9;4.5;-0.3;0;0;105.4;107.5;-2.1;0.079;1.0;9.3;0.096;0.197;0.147;9.3;0.493;0.518;0.205;99.91;0.082;722;1.8;3.9;0.0
Marvin Bagley III;DET;23.0;48;17;31;23.9;0.504;0.5;2.0;0.237;1.4;2.1;0.663;2.2;4.9;7.0;0.8;0.8;0.5;0.4;1.9;11.3;-2.8;7;0;109.3;114.9;-5.6;0.049;0.92;6.4;0.084;0.2;0.14;6.9;0.53;0.551;0.191;98.78;0.108;2359;4.7;9.3;1.0
Mason Jones;LAL;23.0;4;2;2;12.6;0.467;0.3;1.0;0.25;3.0;3.8;0.8;0.3;2.3;2.5;1.0;0.3;0.5;0.0;2.0;6.8;5.8;0;0;114.7;91.9;22.8;0.129;4.0;15.4;0.02;0.148;0.09;3.8;0.5;0.625;0.18;104.38;0.126;109;1.8;3.8;0.0
Mason Plumlee;CHA;32.0;73;40;33;24.6;0.641;0.0;0.0;0.0;0.9;2.3;0.392;2.4;5.3;7.7;3.1;1.4;0.8;0.7;3.1;6.5;0.1;7;0;110.5;109.6;0.9;0.165;2.26;31.3;0.091;0.205;0.148;13.8;0.641;0.603;0.117;101.31;0.093;3771;2.8;4.4;1.0
Matisse Thybulle;PHI;25.0;66;43;23;25.5;0.5;0.7;2.2;0.313;0.5;0.7;0.791;0.6;1.7;2.3;1.1;0.6;1.7;1.1;2.4;5.7;1.3;0;0;110.9;107.2;3.8;0.063;1.92;17.4;0.026;0.064;0.045;9.0;0.575;0.594;0.095;97.32;0.057;3398;2.3;4.5;1.0
Matt Mooney;NYK;27.0;1;1;0;1.9;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;-5.0;0;0;40.0;140.0;-100.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.4;124.14;-0.091;5;0.0;1.0;0.0
Matt Ryan;BOS;25.0;1;1;0;5.3;0.2;1.0;5.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0;0;116.7;91.7;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.357;109.71;0.0;12;1.0;5.0;1.0
Matt Thomas;CHI;27.0;40;23;17;11.5;0.41;0.9;2.3;0.385;0.4;0.5;0.8;0.1;1.2;1.3;0.5;0.2;0.2;0.1;0.5;4.0;0.8;0;0;109.5;108.5;1.1;0.059;2.5;11.8;0.007;0.096;0.053;4.7;0.541;0.564;0.137;101.01;0.068;977;1.4;3.4;0.0
Maurice Harkless;SAC;29.0;47;15;32;18.4;0.459;0.7;2.1;0.307;0.4;0.6;0.714;0.3;2.1;2.4;0.5;0.7;0.6;0.5;1.6;4.6;-1.9;1;0;106.7;110.8;-4.2;0.035;0.74;9.3;0.014;0.114;0.065;12.6;0.544;0.561;0.112;101.09;0.048;1812;1.8;3.9;0.0
Max Strus;MIA;26.0;68;46;22;23.3;0.441;2.7;6.5;0.41;0.6;0.8;0.792;0.4;2.6;3.0;1.4;0.8;0.4;0.2;1.7;10.6;2.5;0;0;113.7;108.1;5.6;0.086;1.61;12.6;0.016;0.112;0.065;7.8;0.602;0.614;0.177;97.07;0.086;3205;3.7;8.3;1.0
Maxi Kleber;DAL;30.0;59;36;23;24.6;0.398;1.4;4.3;0.325;0.8;1.1;0.708;1.2;4.7;5.9;1.2;0.8;0.5;1.0;2.3;7.0;2.0;2;0;109.2;105.3;3.9;0.067;1.45;13.6;0.047;0.182;0.116;9.4;0.516;0.537;0.131;96.44;0.081;2916;2.4;6.0;1.0
McKinley Wright IV;MIN;23.0;5;3;2;3.8;0.667;0.2;0.4;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0;0.2;1.0;-1.4;0;0;102.4;128.2;-25.8;0.231;3.0;42.9;0.0;0.0;0.0;14.3;0.833;0.833;0.082;103.04;0.06;42;0.4;0.6;1.0
Melvin Frazier Jr.;OKC;25.0;3;0;3;39.9;0.271;0.3;7.0;0.048;1.7;2.3;0.714;1.7;2.7;4.3;0.3;1.0;0.3;0.0;2.7;10.7;-30.7;0;0;91.5;130.3;-38.8;0.013;0.33;1.8;0.033;0.072;0.049;5.5;0.281;0.313;0.191;98.56;-0.007;247;4.3;16.0;0.0
Micah Potter;DET;24.0;3;2;1;10.3;0.455;0.0;0.7;0.0;0.7;0.7;1.0;1.3;1.7;3.0;0.0;0.3;0.3;0.3;1.3;4.0;-13.3;0;0;60.3;116.7;-56.4;0.0;0.0;0.0;0.095;0.125;0.11;8.3;0.455;0.505;0.148;112.51;0.093;73;1.7;3.7;1.0
Michael Porter Jr.;DEN;24.0;9;5;4;29.4;0.359;1.1;5.3;0.208;0.6;1.0;0.556;1.0;5.6;6.6;1.9;1.3;1.1;0.2;1.8;9.9;6.4;1;0;104.5;94.7;9.8;0.085;1.42;12.6;0.035;0.172;0.108;8.9;0.408;0.416;0.192;100.33;0.074;556;4.1;11.4;1.0
Mikal Bridges;PHX;25.0;82;64;18;34.8;0.534;1.4;3.8;0.369;1.6;1.9;0.834;0.9;3.3;4.2;2.3;0.8;1.2;0.4;1.8;14.2;7.0;0;0;116.7;106.9;9.8;0.084;2.72;15.7;0.027;0.089;0.06;5.8;0.601;0.627;0.149;100.59;0.091;5976;5.6;10.5;1.0
Mike Conley;UTA;34.0;72;44;28;28.6;0.435;2.3;5.8;0.408;1.8;2.3;0.796;0.7;2.4;3.0;5.3;1.7;1.3;0.3;2.0;13.7;4.8;2;0;112.5;104.9;7.7;0.281;3.13;28.1;0.023;0.079;0.051;9.0;0.542;0.572;0.202;99.63;0.113;4281;4.8;11.0;1.0
Mike Muscala;OKC;30.0;43;15;28;13.8;0.456;1.6;3.8;0.429;1.1;1.3;0.842;0.5;2.5;3.0;0.5;0.3;0.4;0.6;1.3;8.0;0.5;0;0;106.7;104.9;1.8;0.06;1.57;7.2;0.032;0.166;0.099;4.6;0.597;0.63;0.198;102.15;0.131;1261;2.6;5.8;1.0
Miles Bridges;CHA;24.0;80;41;39;35.5;0.491;1.9;5.8;0.331;3.3;4.2;0.802;1.1;5.9;7.0;3.8;1.9;0.9;0.8;2.4;20.2;1.8;15;0;114.5;112.4;2.1;0.153;2.0;16.6;0.03;0.158;0.094;8.3;0.554;0.593;0.224;100.98;0.12;5975;7.5;15.2;0.0
Miles McBride;NYK;21.0;40;19;21;9.3;0.296;0.4;1.7;0.25;0.2;0.3;0.667;0.1;1.0;1.1;1.0;0.1;0.4;0.0;1.1;2.2;2.5;0;0;113.1;100.1;13.0;0.159;8.2;25.8;0.011;0.097;0.056;3.1;0.375;0.393;0.137;97.3;0.041;756;0.8;2.7;1.0
Mitchell Robinson;NYK;24.0;72;32;40;25.7;0.761;0.0;0.0;0.0;1.2;2.5;0.486;4.1;4.5;8.6;0.5;0.8;0.8;1.8;2.7;8.5;-1.1;20;0;109.1;111.2;-2.1;0.032;0.63;7.3;0.145;0.171;0.158;11.5;0.761;0.722;0.11;97.08;0.114;3739;3.6;4.8;1.0
Miye Oni;UTA;24.0;16;15;1;2.8;0.222;0.1;0.5;0.125;0.0;0.1;0.0;0.1;0.4;0.4;0.3;0.1;0.0;0.0;0.4;0.3;-2.0;0;0;85.4;118.8;-33.3;0.179;5.0;33.3;0.024;0.118;0.076;6.7;0.278;0.265;0.095;104.28;0.003;96;0.1;0.6;0.0
Mo Bamba;ORL;24.0;71;19;52;25.7;0.48;1.5;4.0;0.381;0.8;1.0;0.781;2.1;6.0;8.1;1.2;1.1;0.5;1.7;2.6;10.6;-5.3;20;0;101.8;111.3;-9.6;0.073;1.1;10.5;0.077;0.214;0.146;9.5;0.566;0.582;0.17;100.13;0.114;3800;4.2;8.7;1.0
Monte Morris;DEN;27.0;75;44;31;29.9;0.484;1.7;4.2;0.395;1.0;1.1;0.869;0.4;2.7;3.0;4.4;1.0;0.7;0.2;1.2;12.6;3.8;0;0;116.3;110.4;6.0;0.201;4.27;27.3;0.013;0.087;0.052;6.4;0.564;0.583;0.173;98.55;0.098;4601;5.0;10.3;1.0
Montrezl Harrell;CHA;28.0;71;36;35;23.1;0.645;0.1;0.2;0.235;3.0;4.2;0.716;2.1;4.0;6.1;2.0;1.0;0.4;0.6;1.9;13.1;1.2;7;0;111.6;108.5;3.0;0.139;2.01;16.2;0.092;0.163;0.129;8.0;0.649;0.68;0.198;99.24;0.15;3383;5.0;7.8;1.0
Moritz Wagner;ORL;25.0;63;16;47;15.2;0.497;1.0;3.2;0.328;1.7;2.0;0.806;0.7;3.0;3.7;1.4;0.9;0.3;0.2;2.0;9.0;-2.4;3;0;105.3;112.6;-7.2;0.151;1.55;14.6;0.041;0.19;0.115;9.4;0.581;0.623;0.224;102.12;0.124;2041;3.1;6.3;1.0
Moses Brown;CLE;22.0;40;19;21;8.6;0.593;0.0;0.0;0.0;1.1;1.8;0.597;1.0;2.4;3.4;0.0;0.5;0.2;0.4;1.3;4.3;-1.2;3;0;102.4;108.5;-6.2;0.005;0.05;0.6;0.11;0.257;0.186;12.3;0.593;0.612;0.199;101.07;0.117;723;1.6;2.7;1.0
Moses Moody;GSW;20.0;52;35;17;11.7;0.437;0.8;2.1;0.364;0.5;0.7;0.778;0.3;1.2;1.5;0.4;0.3;0.1;0.2;0.8;4.4;-0.8;0;0;104.8;108.9;-4.0;0.056;1.77;9.8;0.028;0.098;0.064;5.6;0.546;0.573;0.148;101.0;0.069;1282;1.5;3.5;1.0
